timestamp,lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX,keypress_A,keypress_B
1772026488.775083,1772026488.7002091,-859.86328125,-968.26171875,-995.1171875,-837.890625,0.0,0,0
1772026488.775226,1772026488.7041042,470.703125,966.30859375,-76.171875,223.14453125,0.0,0,0
1772026488.77526,1772026488.707999,-810.05859375,-285.15625,-1000.0,-991.69921875,0.0,0,0
1772026488.77529,1772026488.7118938,-1000.0,-1000.0,-768.06640625,-1000.0,0.0,0,0
1772026488.775316,1772026488.7157886,-62.5,-233.3984375,344.7265625,51.7578125,0.0,0,0
1772026488.7753441,1772026488.7196836,-903.3203125,984.86328125,-966.796875,-854.00390625,0.0,0,0
1772026488.7753768,1772026488.7235785,667.96875,-945.80078125,57.6171875,418.9453125,0.0,0,0
1772026488.7754052,1772026488.7274733,-611.328125,-62.5,-1000.0,-882.32421875,0.0,0,0
1772026488.7754319,1772026488.731368,-1000.0,-1000.0,-833.984375,-1000.0,0.0,0,0
1772026488.775458,1772026488.735263,-109.375,-408.69140625,218.75,-25.87890625,0.0,0,0
1772026488.775485,1772026488.739158,-957.03125,897.4609375,-947.265625,-898.92578125,0.0,0,0
1772026488.7755132,1772026488.7430527,805.6640625,-887.6953125,298.33984375,643.06640625,0.0,0,0
1772026488.81742,1772026488.7470949,-412.59765625,114.74609375,-906.73828125,-669.921875,0.0,0,0
1772026488.8175738,1772026488.75099,-1000.0,-1000.0,-902.34375,-1000.0,0.0,0,0
1772026488.817606,1772026488.7548847,-250.48828125,-622.55859375,180.17578125,-89.35546875,0.0,0,0
1772026488.817636,1772026488.7587798,974.609375,756.8359375,-943.359375,-939.94140625,0.0,0,0
1772026488.817666,1772026488.7626746,906.25,-840.33203125,516.6015625,784.1796875,0.0,0,0
1772026488.817696,1772026488.7665694,-232.91015625,179.19921875,-718.75,-440.91796875,0.0,0,0
1772026488.817725,1772026488.7704644,-1000.0,-1000.0,-977.05078125,-1000.0,0.0,0,0
1772026488.81775,1772026488.7743592,-530.76171875,-888.671875,132.8125,-248.53515625,0.0,0,0
1772026488.8177779,1772026488.778254,798.33984375,443.359375,-950.1953125,-983.3984375,0.0,0,0
1772026488.817806,1772026488.782149,930.17578125,-787.59765625,662.109375,809.5703125,0.0,0,0
1772026488.817834,1772026488.786044,-221.19140625,150.87890625,-528.80859375,-346.19140625,0.0,0,0
1772026488.8178618,1772026488.7899387,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0,0
1772026488.876853,1772026488.7939763,-769.53125,-1000.0,5.37109375,-519.04296875,0.0,0,0
1772026488.877001,1772026488.797871,532.2265625,157.2265625,-986.328125,862.3046875,0.0,0,0
1772026488.8770308,1772026488.8017662,983.88671875,-759.765625,771.97265625,865.234375,0.0,0,0
1772026488.8770602,1772026488.805661,-174.8046875,215.33203125,-366.69921875,-274.90234375,0.0,0,0
1772026488.877089,1772026488.809556,-1000.0,-1000.0,-1000.0,-1000.0,0.0,0,0
1772026488.8771148,1772026488.8134508,-922.8515625,-1000.0,-129.8828125,-721.19140625,0.0,0,0
1772026488.877142,1772026488.8173459,298.33984375,-25.87890625,957.51953125,653.3203125,0.0,0,0
1772026488.8771698,1772026488.8212407,-955.078125,-782.2265625,847.16796875,971.19140625,0.0,0,0
1772026488.877229,1772026488.8251355,-71.77734375,391.6015625,-246.58203125,-167.48046875,0.0,0,0
1772026488.877259,1772026488.8290305,-1000.0,-917.48046875,-1000.0,-1000.0,0.0,0,0
1772026488.877285,1772026488.8329253,-983.88671875,-1000.0,-369.62890625,-858.88671875,0.0,0,0
1772026488.877312,1772026488.8368204,151.3671875,-227.05078125,797.36328125,437.01171875,0.0,0,0
1772026488.921658,1772026488.8408515,-870.1171875,-873.046875,916.50390625,-911.1328125,0.0,0,0
1772026488.921825,1772026488.8447466,145.5078125,657.71484375,-222.16796875,-39.0625,0.0,0,0
1772026488.9219398,1772026488.8486416,-1000.0,-736.81640625,-1000.0,-1000.0,0.0,0,0
1772026488.92199,1772026488.8525364,-1000.0,-1000.0,-569.3359375,-922.8515625,0.0,0,0
1772026488.922056,1772026488.8564315,71.2890625,-199.21875,574.70703125,246.58203125,0.0,0,0
1772026488.922101,1772026488.8603263,-852.05078125,-949.70703125,994.62890625,-837.40234375,0.0,0,0
1772026488.922164,1772026488.8642213,421.38671875,912.59765625,-129.39453125,167.48046875,0.0,0,0
1772026488.922219,1772026488.8681161,-864.2578125,-390.625,-1000.0,-1000.0,0.0,0,0
