lsl_timestamp,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_low_gamma,TP9_high_gamma,TP9_very_high,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_low_gamma,AF7_high_gamma,AF7_very_high,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_low_gamma,AF8_high_gamma,AF8_very_high,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_low_gamma,TP10_high_gamma,TP10_very_high
1771946504.0030272,326.3417525126744,-108.39091048615259,56.186930806251866,-22.510645323178295,8.840659419880897,-2.7172973680748376,5.886174347855468,-156.53545202029036,38.404740357984565,-3.179243832996679,8.057978572514113,-0.8394291738391219,-8.539558009480412,-6.0444116101466365,-174.807893722393,53.36845496971574,-15.455687550444582,9.105607591386368,-2.7828415124530994,-7.2992213715658805,-6.049786366310987,307.35119692183883,-102.62442324979855,52.19461493988603,-21.652700342557235,8.499166651606936,-3.452367283432051,5.8869893625357665
1771946504.006923,352.38948155221664,-75.4039406371233,108.73470316417897,168.55302611635156,210.24293529525713,-116.92433097734784,274.7777761316447,-136.3838939584178,72.70280025071315,-7.889927845216339,230.65185465287357,-156.58471958465086,-265.5047317169206,90.88421229694384,-157.03766467293133,99.0935947781909,4.7718912054378135,74.89424064407767,-54.92651449722438,-410.50052575155655,56.989559737239304,328.94438897576146,-80.93481264491025,116.54127651070897,141.67555306291322,347.7986384049062,-163.0226826607938,287.5444972043788
1771946504.0108187,377.1261454107823,-39.9250660141428,153.13641062997064,305.0148554317087,248.7782722207738,77.82418763425822,-425.48156649048974,-115.8002923328778,105.4851931743382,-11.071873909461775,386.0167609141798,-187.66079189023682,-149.72573161034558,103.84764451306698,-138.76708980288413,142.35511187805054,25.313258777577555,128.26419440933202,-69.14922419624811,-164.94578039290988,260.4405576276875,349.31548249589036,-56.66795038769008,171.74934953965766,268.82242395304314,432.7723675339751,-8.435025329158881,-519.0248083597693
1771946504.0147145,400.4581442998628,-2.8739510368947667,186.96564628149957,348.95954170711764,95.47056063045532,269.0768927232326,323.41244979828974,-94.90036559248458,136.15522531320548,-12.751318911384285,430.63811460686617,-66.07110143368712,167.39710311617284,-446.8527039186727,-120.11185245761473,182.26863643042225,44.70947987133163,161.1148410819312,-31.616460978350172,358.6574142621195,-673.1512514536294,368.396445405035,-30.493909582755556,214.26465546557495,334.0961577961902,203.905285739682,211.15340007876054,428.09115908767717
1771946504.0186105,422.2991375270466,34.786018386413154,208.56213008867,295.37505417029575,-128.82582932024434,25.720000142021654,-70.43711741742763,-73.80057655079513,164.16402381456197,-13.104639650394365,355.0935116648483,112.45099565204458,231.25102042678182,472.83293901620186,-101.18855911377435,218.03945352288812,61.579751772516275,167.66781282213267,32.29365427328143,339.7132769088315,453.46174659674176,386.12586820785737,-3.1352735179810423,241.51572351760922,333.1439436993616,-167.22883621138195,92.3094512210078,-44.11630952455482
1771946504.0225062,442.57056082873754,72.07595475001754,217.11189354285295,170.69860052628363,-250.44690254810138,-383.75672015229514,-132.23191355718097,-52.617269189295975,189.0207042793343,-12.423175525651413,186.6874041178134,204.91853191743408,-35.65466840162,-1.1825702807708527,-82.11380894186271,248.98071992252144,74.72985291659457,145.98184475597623,75.88696491594123,-218.56899441381435,430.7098092322813,402.449285790011,24.655059476984484,252.08387989514046,279.4663892295377,-408.8851431417706,-219.85502934594686,-242.855464926334
1771946504.026402,461.20209163336466,108.02974941332603,212.66548037228156,19.837780179403463,-179.21071318918234,-293.38874687331804,293.07518131572493,-31.465818333705506,210.3010997994817,-11.069062610299286,-19.94667295473839,135.93606605773215,-228.41648016851696,-549.0282159866487,-63.00327825312097,274.5285165481404,83.24305258650278,99.30446315070563,65.88159200028883,-470.7739782866045,-947.6756022916795,417.31945344302136,52.11655704899479,245.78093285677383,193.84037953131954,-351.1645102504018,-222.44312416088206,342.20155140337755
1771946504.0302978,478.13205775174185,141.72151899805783,196.09530567864385,-111.46914859655594,24.219371722400094,281.894307087043,-409.6529192245072,-10.45979986233824,227.65491126048295,-9.427112479492461,-201.4394218360622,-41.691526095586205,-64.03568739420093,683.9280938837259,-43.970828726675265,294.2533559576788,86.54609633821195,36.3094221727484,7.828407335770638,-13.041605063351286,470.9415613191525,430.69657440517767,78.50347573527205,223.62986537710907,93.88035224434466,-46.89308581530982,128.00003411936927,-453.1005115539565
1771946504.0341938,493.3077855883366,172.2913760925118,168.99789193405306,-191.32258619199123,200.50792377066395,528.1105626477339,283.51049859828186,10.28981137118466,240.81118414125132,-7.857836928694136,-306.97045651002975,-188.91854546603457,196.7150537584036,-347.90047574441587,-25.12764779266876,307.8678797465125,84.44541870841493,-30.306656268761916,-57.150797622295414,487.37073112437463,267.786131411511,442.5484767614344,103.10631938990738,187.75212490516967,-10.135942911383097,275.56927176191596,304.0749816425764,418.80764741707577
1771946504.0380895,506.6858845523214,198.96876134305268,133.55064522836312,-208.6600323164775,218.17384554097848,22.508055229651827,34.75895485531813,30.675409219230517,249.58206095578856,-6.6563083274139565,-314.3630837478878,-190.67696477554435,142.59745404453471,-211.52179924996082,-6.581428963722172,315.23060265516176,77.13162585513642,-86.73742164231875,-82.23277617229166,282.30765327673413,-458.3707659980716,452.8507380655067,125.27168619051382,141.17283588124144,-112.05504016121273,386.08893326443825,24.85713091406238,41.66857573325729
1771946504.0419853,518.2324649643245,221.09267577616822,92.33585315081905,-172.1148270687487,72.82152894359012,-548.1676676526496,-236.77174400035923,50.593483326027425,253.8647985835365,-6.020731850292836,-235.01209119983,-46.051857228638895,-157.45587036108674,650.2782468468172,11.564400728757759,316.3456840363559,65.15323481497184,-121.73776231691559,-49.287094407582934,-340.8352855912677,320.34066980173395,461.5867565789714,144.41993633864536,87.56187717623632,-203.39819457644387,219.2664276852833,-287.29231290436866,-626.2686737680768
