lsl_timestamp,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_low_gamma,TP9_high_gamma,TP9_very_high,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_low_gamma,AF7_high_gamma,AF7_very_high,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_low_gamma,AF8_high_gamma,AF8_very_high,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_low_gamma,TP10_high_gamma,TP10_very_high
1771947784.443713,357.2064809799269,-115.58941818493848,51.20017736483551,-22.66669310107127,8.560426019459689,0.11482729435914271,7.042446738571938,55.44605285120317,-27.440632261791585,14.543989814379076,-2.281517926063929,6.933963375431271,-11.562114664483664,-7.246765378293361,23.802538373164754,-27.521670223229762,9.538518592144674,-0.6854951303384061,2.3650448613108837,-10.758683805575137,-7.333072022905363,396.4051959844152,-123.98758436229689,52.43081949894466,-24.67272954674072,7.555968212524599,1.3832168026056955,7.030245717480308
1771947784.4476097,384.42311382377346,-93.22544267867818,92.75470772026111,142.61935779819348,357.386651134126,8.382984676007785,378.7945263842871,80.89116185297556,-7.241756898625148,67.30238784294988,205.75121248874348,165.2022531178675,89.72689063911436,7.8392494419930845,46.53221310416677,2.0711327570910765,52.69520680822429,181.20562373668182,124.79056437645076,-47.91348883906493,31.19929004851344,418.76992396447065,-107.24249206062076,118.70513841725405,151.56592674233715,149.83156728900332,224.85492197225526,334.3726847147372
1771947784.4515064,410.22664188042756,-68.05910058301593,126.63997271211997,274.7655512633052,461.37747793995425,90.49975958559142,-537.5031599386696,106.11407216908867,12.82403121343414,115.58793073160116,347.6808853681437,206.16560075136834,162.0691882984935,1.156219534409393,69.05132667353679,31.18384644026447,93.15700729354627,302.97739275922515,155.50111927005295,61.29961245737957,-47.52658860466031,439.62938024664885,-87.5263854017336,175.75411657803068,274.9329968226567,185.00369392471202,260.4789827437037,-423.8645954362172
1771947784.455403,434.52521603029993,-40.7478483957297,150.85742300120737,349.84873533167354,251.36347221526302,110.37502554457201,361.788805593521,131.00335664789586,32.26964791071868,156.11580178774096,384.0823424908926,106.71730453010065,104.46091207686418,-55.85010393347866,91.25952201193044,59.12782235219092,128.55398722460862,330.0306986622752,78.78663544294264,171.1600814788157,-13.448559157535904,458.91730760897985,-65.44925313457568,220.26208289833048,308.84239205762776,88.89475775020875,52.735565640876,249.43220578038316
1771947784.4593,457.2347561671381,-12.007718646305726,164.16958816837007,363.7003299711639,-124.21917621231455,-58.50616226311929,-15.138340589848063,155.44892212633408,50.63489448466478,186.17070337688588,314.5441529388545,-57.60619637929392,-98.1015829692568,108.92023128855516,113.0583495334035,85.2613342028543,156.81001895280934,264.15614958117226,-41.842524543572104,54.16756582597898,119.30467755293652,476.5750854915248,-41.677724467283724,249.84260488103496,250.37272262476628,-66.7397073418238,-244.41571940336374,-8.983686014237016
1771947784.463197,478.2794201826833,17.408204924027885,166.1687139872123,327.0635129278956,-406.75471974457014,-230.7930170162774,-230.52852416651638,179.34270393441093,67.49989817370852,203.80338846342855,174.2317434316035,-171.59341416919904,-257.63246852128015,-65.73450652173192,134.35193709208983,109.00759230342436,176.27361753036428,139.47211267710162,-117.73042844173023,-212.8693461120788,-132.1769833251173,492.55201301673793,-16.912828119125948,263.17101717537713,128.23987592375585,-170.07300003344005,-340.6625268702113,-138.25580127724854
1771947784.4670937,497.59201912600605,46.73206879105957,157.2784661642474,254.27064032056535,-408.807252403796,-107.55066268721953,337.299086043001,202.57934659227948,82.4969451041684,207.96629398496074,16.531215629031628,-163.7150361319526,-152.48102628640027,-26.23300169154212,155.04763829738064,129.87026771927952,185.82137682365197,4.9812440438946615,-104.19408444513783,-273.9003474702338,40.920037346436125,506.805544815593,8.132624845413407,260.0378841205834,-11.324549102890659,-152.0513584200907,-72.46292379274185,206.15497322808602
1771947784.470991,515.1143747321705,75.20356511320809,138.69001975751766,153.92650794375686,-140.01811700373682,223.6692527315991,-408.11638437247814,225.05686504105844,95.3203135373366,198.5781689676318,-109.20857012680892,-51.609177486261075,164.93789715311755,55.52310030211198,175.05665316546222,147.44603231632107,184.9270639559879,-97.1201846566515,-28.21039033889995,27.9884959408217,51.14936687159515,519.3014774556278,32.75624678564105,241.32194107122183,-123.35796631591032,-33.09980947215782,342.23413040070716,-241.38755661172323
1771947784.4748874,530.7976160955737,102.0915811622895,112.23945710140985,28.19938033521165,207.94458786399338,299.2605524969857,343.90209687080124,246.67728108455307,105.73380005872151,176.5136265990232,-174.71174058822967,79.64664555876442,348.128407723051,-59.46726628477707,194.29461551307622,161.43374017978377,173.69190282785405,-146.98096754872708,43.6564629135505,363.4410407778391,-116.43340976246705,530.0140847096744,56.287127051129765,208.88716840488388,-179.38981614437938,98.15733399589963,427.29837529806707,201.2468162431354
1771947784.478784,544.6024128278875,126.71452672380656,80.23830410408398,-119.1031748716359,400.3896156277603,-61.19960374200715,19.625957728143995,267.3472300431136,113.57572516298106,143.5198266829114,-178.35281118508837,143.6594247326811,139.414817979163,106.67458374771002,212.68214192781855,171.64000631462426,152.83433040570583,-150.1103121024957,64.18237135345146,284.4918470167563,163.89663920689821,538.9262003298835,78.10506415522592,165.4142173369664,-173.9628087926605,152.9393003751659,-7.804045737108662,-69.64287164423017
