segment_id,class,timestamp_start,timestamp_end,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma
32,tiktok_under_4s_watched,1765395723.2034435,1765395723.69955,-50435453541575.02,-32264082806134.84,-87104949374.23778,-160509126355.08325,-175064533327.30316,-28136318359.627155,-36526845415.51072,-136418238639.05939,72094872622.46318,-2310556381.9230647,-5056831978557.257,-1717222700433.6323,-89050568734.85367,-52725203141.54344,-73402537319.14163,23074153046.906876,-21980518638.260384,-387342689316.15454,11605219854.663765,-391891108399.9066
33,tiktok_under_4s_watched,1765395724.9378717,1765395725.4339752,-63434346070402.54,-23793280943953.74,-31074556700.404194,-254818538214.77502,-185328085037.72086,-3048260617.240135,133229405296.35736,149135784928.78967,64909227974.76188,20116875802.046844,-4972883284664.949,-1087146854473.6561,-135491314441.40645,-64137035163.13836,-146394927338.23486,29941391140.040154,-77680401781.72932,-134719778690.65308,10698184575.897738,-1515466023590.1418
34,tiktok_under_4s_watched,1765395742.56359,1765395743.0597234,-34478972299013.406,-25199617422606.395,-55090764083.23434,-232061135243.8646,-152821522261.69806,-14680904168.485638,46035536756.641754,109652182649.61378,33615036590.99856,22802259031.631645,-2145398784199.3667,-7634406979.382388,-165691107391.95416,-70321196630.68558,-126725010378.0891,51989622038.31454,3450176401.775928,-1139435654178.0596,-90466182073.94438,1097907918820.682
35,tiktok_under_4s_watched,1765395786.8162692,1765395787.312381,-47700963592575.24,-20478411910902.496,-69822625889.83981,-151041989020.74985,-159960798398.49942,-34135586835.66597,-42285069325.96798,-95293607374.24638,-20462532309.22302,-1605223191.9224238,-1636990678478.4172,917661912715.0492,-60564235735.03333,-52572632310.53393,-149276940082.13776,55179208283.27831,18366795402.557896,-1137756482349.5093,-115002882771.56319,769467957672.5166
36,tiktok_under_4s_watched,1765395790.5195262,1765395791.0156271,-45682925311586.94,-12131312582650.63,-59316390121.08843,-200051455558.8833,-134837920489.93112,-32577467635.426975,-13216860826.076706,-195094356714.9615,-32059730378.43937,-14803741077.999207,-5810170161502.941,-928879959309.5443,-171394431441.97656,-101938338578.1661,-92916168631.34343,27493606747.687416,-44643248809.95194,-746820526937.0668,-18571056499.9423,2693942462808.562
37,tiktok_under_4s_watched,1765395792.535198,1765395793.0313027,-45779973316988.77,-18316358967635.09,-90511898473.37909,-264239370769.62515,-113436194817.49615,-11457799229.87659,-3782101698.1774354,-144260687685.16962,-6471138961.013382,-8443892097.868924,-3586856663064.61,-1199907729486.626,-184316917882.45718,-71717614975.15329,-67639424578.09064,26072518578.874687,-49237182484.913185,-474503116041.88605,-27384408948.030746,1874170558923.6626
38,tiktok_under_4s_watched,1765395793.6133497,1765395794.109449,-42797271100103.21,-21764249945245.574,-57137498347.164085,-183702396484.53098,-141442986667.21597,-52203634702.74162,-100875152510.50351,-104047143505.43033,51213374945.36835,-20346061587.96197,-6969590727413.1,-3088405241238.879,-115064650540.53072,-54117076621.22499,-127892905811.92279,34620685790.85178,124152743182.52078,-661284579765.7084,-224436777541.5261,-22729637634.17557
39,tiktok_under_4s_watched,1765395803.7385633,1765395804.2346704,-15735143788050.69,-13187204809598.457,-67043631078.610344,-200414699012.6637,-90298027345.08917,-16108827026.974764,-11061081953.198635,-22548284155.859226,15093704480.726927,-17578416953.71441,-2813992635019.7617,-1264853542153.0762,-95986728579.94121,-89628703351.89188,-155742566203.4095,22751746446.390415,-69532206098.84067,-628231036501.2866,-25240237585.201633,2596547196246.6147
40,tiktok_under_4s_watched,1765395816.2076426,1765395816.7037485,-49137356837469.98,-17122514130156.316,-80556756033.53572,-213345609087.63934,-124492411252.18973,-54382859920.80587,-49414257641.74003,42881769753.36499,15311122299.74479,-16409937463.116909,156781276977.03897,749168737868.3857,-135439100840.08807,-46750310912.64646,-279315978445.2826,23050185114.757442,-97158517461.37996,-757847366634.035,-23696836475.812862,2633517453463.81
41,tiktok_under_4s_watched,1765395850.2867718,1765395850.7828834,-34229630112631.3,-19996507466733.848,-73700217291.26839,-193380686100.2846,-180583363257.76138,-14938549833.911219,53031267802.11519,56646131256.92506,65080837451.87898,10777806840.554436,-3062194597024.71,296292238954.23047,-149849790275.27982,-52906263745.16105,-149608452520.18036,37193109033.36389,82551042995.56825,-690755626316.081,-175316917889.7988,416859768237.4054
42,tiktok_under_4s_watched,1765395891.1628995,1765395891.6589968,-32395377627287.258,-18440589756037.223,-54802871879.1964,-134715820859.80159,-137199881780.36293,-8661926724.759912,-18987972084.30097,-56236015818.37143,9182061244.781235,-8599054619.665033,432123889161.40436,913119836615.4353,-139154041712.19406,-75832228232.88704,-266291245640.79504,46320113645.9108,205643508112.99075,-713328246234.1613,-307132855741.9226,-944052132956.2378
43,tiktok_under_4s_watched,1765395901.428641,1765395901.928641,-40352967294852.49,-22004974306915.33,-65567937059.04023,-189414173806.45425,-158948869841.13495,-36886927890.744576,-100280991780.44763,-207988623769.41364,-22121359968.712254,-33768690726.480442,-611162467993.0529,504133875951.60803,-113262166100.69148,-71450445865.39351,-139618686193.6845,36052578860.656044,-374422991637.5645,-1225464373080.784,-32097811668.617023,1242144112171.1907
44,tiktok_under_4s_watched,1765395902.7411454,1765395903.2411454,-24839060700486.566,-13523476756862.652,-46158156703.34432,-151302521477.15936,-183624888917.7596,-40294583292.52954,-146784262615.6074,-215327638305.59866,-33720539502.76642,-11435437656.501688,-2326204482167.5024,-2795361189393.1235,-272529117716.5419,-66420330884.48644,-221064134366.3676,20268550493.131176,-420825269017.0667,-1045284938909.0533,-18524989512.512352,1581440371414.2485
45,tiktok_under_4s_watched,1765395904.522406,1765395905.0224028,-45974060507591.336,-30300991363362.74,-121634644003.35199,-212877681073.6687,-168681663075.68512,-42651465030.72547,-111526449968.9538,-266266067346.91986,-40094221533.9929,-28467302012.434914,-1426571315574.9478,-913128303514.5316,-79741488374.04115,-50407610736.819336,-22215753308.975624,49731012644.89532,-398626578218.6351,-1533702239009.3394,-128230401394.84819,195883263120.217
46,tiktok_under_4s_watched,1765395906.2099037,1765395906.706,-20986542409106.133,-21747132915694.934,-92894713303.01573,-226367504348.26474,-169085735868.2672,-39153825936.731476,-121821208125.74355,-197021059774.39035,-771278037.3003031,-17832683795.39781,-2076782422442.4888,-2205318287942.0146,-265660204446.30844,-95579423610.68102,-224487612860.0914,50241862749.66635,22945671176.461037,-1142054200511.6238,-109568414090.15358,923088249299.8667
47,tiktok_under_4s_watched,1765395928.1475787,1765395928.647577,-27335992235568.68,-30578502524098.957,-105356276618.68613,-145507606321.13483,-197364477830.8825,-26392478058.845005,-196091357543.20224,-120426329105.9999,-70981803299.47542,-38932666453.57954,-471343139714.58044,-668878054294.0765,-294251110968.7415,-99068654923.09566,-209515828046.12997,20226991451.750214,-376746881265.236,-928360741168.6617,-26974024577.27768,1570695207996.986
48,tiktok_under_4s_watched,1765395930.256963,1765395930.75696,-33497558433653.55,-24262840122910.016,-102350818023.8284,-226608251796.90988,-160100661208.16418,-56576418827.682625,-201201205107.36856,-267148521108.405,-72440587386.3977,-52978821848.82133,-4636225925821.883,-2335556863029.186,-315625353413.73456,-63757547528.0571,-280480217364.2833,12668347439.08802,-397466107862.8359,-974758784893.6202,-27122257181.529297,1601967368570.3015
49,tiktok_under_4s_watched,1765395938.0850947,1765395938.5850902,-54940068962777.19,-32945497844396.06,-82675166384.09398,-173364710403.04285,-116364132412.1463,-40892861968.57237,-96721293008.77737,-242731662123.51852,-78346231795.5923,-24174575658.703712,-1316168978751.5386,-4481269869344.37,-255233410293.0215,-113957128304.84784,-165042077468.545,50510467164.126335,-251230330076.72736,-1819109222598.3276,-184725718914.4833,-507960756681.8165
50,tiktok_under_4s_watched,1765395942.0225816,1765395942.52258,-25947105946838.184,-36086929225547.15,-96938603422.273,-153828357421.56207,-152692641849.15717,-32847033972.064476,-92400344389.69118,-349228297805.5508,-28474955226.279556,-40260108823.665855,-2686859821028.5303,-1150762855987.321,-183399470801.9661,-83658851297.42928,-152339585999.6171,13923192970.715265,-454495185780.68335,-1009247162000.3157,-23927238150.25505,1649226330980.6375
51,tiktok_under_4s_watched,1765395953.506914,1765395954.0069108,-36774137416593.36,-11902960896270.219,-52642831539.60549,-125425369555.36041,-148671911023.66052,-20394632455.02621,-138305542764.14957,-174230091761.68878,-70611506935.00768,-32914169992.491703,-4397635259273.8076,-3451426426515.3696,-141873303540.11,-85205936752.26164,-168974573136.44373,51719787733.35945,-109873053032.995,-2529600790584.321,-312131639753.1227,-1872353910979.5515
52,tiktok_under_4s_watched,1765395956.3662765,1765395956.8662703,-31607812808130.008,-30795314500317.004,-86520809594.95398,-139778369400.50558,-160566311602.3116,-12525357849.485466,-260109130903.85904,-113174211235.41966,-41715035553.82216,-31865504123.481045,-1816033030137.0293,-4783543225104.357,-239756781400.71973,-80455594047.28069,-230824829710.6273,11829231404.485268,-198303789123.73508,-1105302385742.6882,-39748917666.39749,1352196750701.09
53,tiktok_under_4s_watched,1765395963.585005,1765395964.0850005,-62066540170484.28,-23461891892667.438,-44901972927.07598,-152199667975.555,-140408879604.97357,-41238607902.47231,-111782430642.9183,-171736905518.16174,-41085368794.4338,-22485330536.448395,-3838389424475.927,-2577814192374.6113,-359712708463.5546,-51022084061.84732,-173177146416.64386,27314498154.581615,-534069108021.16174,-1105406046308.8699,-30891013184.269657,1365350112456.1467
54,tiktok_under_4s_watched,1765396080.4453533,1765396080.9414618,-38315645678900.43,-19596013845210.78,-66566806827.87413,-137275874064.92851,-155033605442.1356,-33941737859.497353,-109992639427.34505,-176967164591.51956,-60948451858.096886,-7541595102.6253195,-3815009827041.502,-524632269986.6603,-182245873269.2704,-50889233967.68057,-30458052949.15822,20504169240.887444,-314999921406.7066,-229529401632.88922,55463054853.43858,-818870817923.0719
55,tiktok_under_4s_watched,1765396081.8985305,1765396082.3946452,-21063615115896.945,-17176898650861.07,-63309947105.26273,-148417896552.2261,-171200526286.01544,-19256638514.57131,-74695758964.07906,-163726986595.59564,-52972886286.72602,-23366448933.149635,-49611642565.428955,469706169633.8705,-123716603470.18706,-69496603124.52818,-132505071132.2694,-5372037888.966063,-304454600611.4823,-451703886741.4081,37893631562.71621,-329671976259.9283
56,tiktok_under_4s_watched,1765396084.6642787,1765396085.1603882,-43423901872505.29,-17201049555505.451,-63528752454.62058,-125573480366.4846,-107393751585.85855,-35874929103.4764,-92830239502.01015,-87234806194.73007,-61424477818.159355,-24095927248.718086,-5102928355829.833,-775335159777.1547,-178517874147.168,-63119084565.672935,-143474773256.77362,40951256859.93139,-376965301321.0228,-948957125949.2817,-117539408506.59874,-2109099645504.4001
57,tiktok_under_4s_watched,1765396088.2269237,1765396088.7230384,-27933218625742.188,-20394546010851.266,-32708994788.882484,-106050632570.77934,-116381024539.35626,-14585396499.765207,10273420377.935858,-14461634975.499063,-24317434270.77027,-13786877830.3613,1282958947222.5928,-1593479130447.1736,-9558390107.977053,-47862332521.17025,-101355335876.10812,26145271400.33616,-107379447265.38312,-272493463636.46906,13976043419.719528,-944565867460.4115
58,tiktok_under_4s_watched,1765396090.1957543,1765396090.691862,-35478417093829.44,-9855346162602.023,-31641135780.606014,-150674060225.83572,-191339596346.83527,-35363806326.93535,-50641783013.70747,-155543040659.88882,-80025583618.86795,-23741345435.619087,-1042919905825.0411,-811737505022.302,-190334088345.2036,-88792938633.51457,-126553115401.00275,-2568733670.1936707,-257567546731.12445,-451148529478.63544,44581482210.916664,-77125774606.883
59,tiktok_under_4s_watched,1765396091.930191,1765396092.4263048,-11895725346994.45,-10883352858076.926,-42992879706.40349,-125247512582.61171,-81696369055.99876,4012723901.4368253,21959068003.461533,-124757186018.58044,-44820878951.70068,-26023253956.69415,-3917330366215.2754,-1071697409893.7324,-32482097226.44968,-20801954733.209446,-29095181898.612164,17621634741.779076,-74763210994.13846,-357170861723.49384,40835545233.99456,-324106867228.9193
60,tiktok_under_4s_watched,1765396093.8521526,1765396094.3482606,-39677533966471.695,-11823500354704.387,-41648909206.57867,-201840504698.68295,-93047482655.7624,-21046010784.266094,-66406804389.21812,-153269308538.62592,-60045458271.8858,-13745673616.958302,797356954173.0872,150974472073.16226,-154893605923.21066,-121542998870.6378,-187975850067.43463,3147715284.6803646,-191467637510.04837,-459248783942.3122,42899016071.669075,-295702614176.0258
61,tiktok_under_4s_watched,1765396095.1646984,1765396095.660802,-64668546969381.66,-23479726467129.098,-66773886689.8725,-143868593966.3955,-192727727856.94968,-19227064775.29374,-3705720702.9891276,-51193589753.570854,-57312781386.441795,-7264519345.034478,-3144180368098.7188,-2821135060827.9497,-131981974216.38522,-62428392283.66967,-96627994645.8898,16634742952.8016,-279701038049.7462,-393359649076.9928,53956706776.480705,-607003845781.2589
62,tiktok_under_4s_watched,1765396096.3366227,1765396096.8327253,-78731226801079.77,-24539039552573.85,-64282579238.76255,-196502573720.11752,-137396609635.4054,-27090820222.67582,-20609436.903947376,-12184274557.31083,-42683362276.79591,-29244069539.78335,-881326016075.8558,-2419086928227.54,-123633531508.13606,-80816955224.34642,-199317251963.69485,23655154303.82128,-138030897278.96313,-168605512873.26395,29014913708.05414,-1262408810444.3376
63,tiktok_under_4s_watched,1765396097.696045,1765396098.1921537,-67398660237542.234,-25174440757824.1,-100685081486.29343,-184002117812.09866,-162391175706.28708,-30501013537.87296,-35085180173.989174,11024533922.59424,-93346846335.64326,-42369149876.78194,-4542094797021.858,-54194800160.779076,-27822442175.04934,-51031781919.932755,-126158610650.52791,12421665154.060627,-284066007049.31964,-631913889956.1375,-127824451449.88992,-2610314518445.697
64,tiktok_under_4s_watched,1765396099.0085876,1765396099.5047002,-58738663517023.266,-29425361773729.473,-68022228134.03958,-164926116359.19662,-95999000021.4379,-51206153152.859406,-144728598168.82065,-256644441717.00378,-47117874379.176575,-31173047514.99348,-1124748271318.917,-2386694751187.442,-97610127327.49493,-69148613616.39008,-147616998879.93866,15664084241.696295,-323522174169.5669,-620166513544.0859,-112115147025.37926,-2191585968862.638
65,tiktok_under_4s_watched,1765396100.368018,1765396100.8641298,-75986790970867.8,-29566606815021.574,-118899980777.49675,-175100896398.2353,-87294860229.3581,-27530124359.212402,-28675163105.507023,-123987945220.96457,-37736406104.09918,-23118772384.954315,-4511081224540.811,-2735130870009.711,-68678421232.932816,-44351778692.97827,-127917146753.93198,27799777009.627075,-338285185115.98285,-883564949238.3966,-212553736464.13943,-3284466727588.244
66,tiktok_under_4s_watched,1765396102.4774806,1765396102.9735887,-29098536158612.8,-15165120652327.498,-49519269493.20922,-194861497031.14005,-166146852284.58377,-30071413563.31584,-30648889781.956623,-202685465427.45197,-39225665856.06449,-30213920141.201588,-333118990577.3496,-738273692085.2762,-166383560674.0323,-104490449372.55002,-190748276085.44977,19102193764.47016,-232303428013.75687,-212145827111.98544,34434928828.85474,-1339744992366.444
67,tiktok_under_4s_watched,1765396108.2433045,1765396108.739424,-12864688128870.68,-13010969640019.516,-31482050691.62723,-175669059677.43542,-121477135654.07672,-275765903.672319,3860171214.1468534,-40836473859.25357,-46448300358.973854,-34473266375.41488,179075434797.19205,-156632515986.47986,-246247947176.7727,-84617840376.25995,-191938865112.8167,50612754496.60163,150938970600.99945,-941886076333.8878,-279344258569.69696,-827782051735.0522
68,tiktok_under_4s_watched,1765396109.4152606,1765396109.9113903,-50770069249509.73,-19134745119199.34,-53206930258.939445,-193091182758.69385,-130232108170.48323,-35802564440.97009,-35388275933.40913,-27074878094.909485,-45789865967.07436,-3178115344.26605,-1638175769888.2473,600096625299.4713,-31259356182.827965,-53553535648.688705,-74111440380.68321,17512220770.0957,-20780093976.986507,-697207229329.5862,-9994074024.088184,2573465885958.5137
69,tiktok_under_4s_watched,1765396137.870599,1765396138.366722,-20454180943435.164,-16373187868025.225,-39297214611.37424,-115928063621.25337,-111618251375.75346,-51668974201.049126,-30831671095.645733,-209456426609.45273,-24199045462.05987,-14800893046.748749,-945101353395.9099,1130070984238.5557,33836429542.605465,-99200570530.45203,-243243233509.59064,36375041606.10748,136999845447.48985,-730091298468.5289,-273807826544.88013,-807831622602.191
