electrode,mean_aggregate_importance,std_aggregate_importance,mean_pct_of_total,std_pct_of_total
AF7,0.26279055217852393,0.046103214692843154,26.279055217852395,4.610321469284316
AF8,0.25880711785918215,0.06675941698802962,25.880711785918216,6.675941698802962
TP10,0.24506485775160602,0.03994152854099442,24.5064857751606,3.994152854099442
TP9,0.23333747221068799,0.038620689525085766,23.333747221068794,3.862068952508577
