segment_id,class,timestamp_start,timestamp_end,TP9_delta,TP9_theta,TP9_alpha,TP9_beta,TP9_gamma,AF7_delta,AF7_theta,AF7_alpha,AF7_beta,AF7_gamma,AF8_delta,AF8_theta,AF8_alpha,AF8_beta,AF8_gamma,TP10_delta,TP10_theta,TP10_alpha,TP10_beta,TP10_gamma
10,tiktok_over_4s_watched,1764170742.2991874,1764170742.7991538,-20187303031.55673,-172199689225.60568,-253241946838.03058,-1460104127.1545181,-11647363139.144796,-291893531504.27014,-461610555670.4967,-25456302870.333454,-41556689187.14522,44124615032.54735,-246779436.72391412,-34121813350.358124,-143789358238.7004,-48447999177.37628,-24949267539.176434,-42550793263.95147,-78204213161.67145,-16888128161.187864,-21079043014.637222,-13974342521.29932
11,tiktok_over_4s_watched,1764170749.7519526,1764170750.2519095,-4027523720.6439586,-24567700748.440865,-112705463207.21933,14878020977.84806,908326762.5359658,-273793500675.79227,-295774899242.2704,-43093479312.10121,-72781181193.92474,36750359553.29683,-12945031088.891264,-19112313813.923584,-229673351696.70117,-30766343430.959488,-14764742862.500803,-13162873548.669958,-70083189067.34572,-22725612019.901352,-20783202712.41111,-292659462348.0811
12,tiktok_over_4s_watched,1764170770.5652409,1764170771.0613475,-20206427823.690594,21724752500.106873,-40056184485.68228,30338402511.305347,177738391.53822008,-612069021450.476,343095841294.7821,-22579615441.945923,-18952486432.80518,17539960659.88203,-5878190915.381546,18432738247.772675,-37232011198.671715,57717353837.24115,11730045480.980518,-30614377390.125885,-120984127.524588,7994798102.211294,-11926877611.05599,26129622405.67424
13,tiktok_over_4s_watched,1764170797.9877975,1764170798.4877896,-10129185577.86285,-66099067923.59637,8220519043.134033,51365732408.577835,3936539488.17615,-283749977879.60236,-522487540462.42065,-18089565166.81539,-36817381720.97915,-3563206392.963378,-31059170786.16092,-18011413024.39485,-113542920822.62477,-82208235230.79308,-18464460574.019875,-19912393793.407394,-123975856816.97357,2675878103.677132,-5656614718.964625,-201202164215.3086
14,tiktok_over_4s_watched,1764170809.5191543,1764170810.0152562,-16145339237.760487,-59010732735.27377,-89690318457.56538,8675663572.525492,-25235731871.195724,-1123971909537.3564,-531178947201.4517,-37101681289.44035,4154492168.13506,-44833257863.95658,-71316829333.96065,-33764409867.160202,-225665645592.91953,-69944017583.98311,16691539957.2661,-9908291032.511576,-44693160798.414055,-3335496645.5510235,-12940570404.076061,-87042412892.91264
15,tiktok_over_4s_watched,1764170827.565778,1764170828.0657678,-13710845420.412973,-25781656137.65773,-85594628906.54483,11138092650.79159,-8430059102.885375,-766780212207.8186,-254925079575.14987,-17040550316.128365,36393306480.68714,-17875158311.65158,-39402727141.208984,-32600742851.968544,-97933667143.52122,-18196888124.19463,-15403758354.813974,-41523096870.18039,-47994856123.64404,-15277428685.673288,-13881723381.296457,-104048581068.86836
16,tiktok_over_4s_watched,1764170835.6280804,1764170836.128059,-8900699260.059433,-27794627051.92419,-126508622548.1897,-11294899925.35774,1280566540.0152254,-367962157636.25195,-208841354134.11465,-89460485604.05319,24387181236.15445,27552224792.55572,-48184973521.5972,-6751737890.023791,-21114095159.39322,-185133961058.40793,-26758024622.580116,-11665845155.95121,-68892455900.61177,-9299827635.221529,-13930985269.64904,93535559370.00465
17,tiktok_over_4s_watched,1764170857.1429462,1764170857.6429348,-28599686780.89796,-123225092033.73204,-225140254412.32327,-44674440948.33039,8750060246.777462,-865990993195.9329,-896586540776.9185,-61123566261.28113,-30894427300.70435,46934976998.902504,-53862478083.9897,-23904512611.205173,-48477895614.67812,102553946838.97275,-7241711586.1405,-58246614559.33683,-46407289880.06304,-28802462449.15478,-13329653676.255693,-109138907826.60143
18,tiktok_over_4s_watched,1764170882.3138125,1764170882.8137655,-3945009260.5224223,-38111388532.95597,-312395731741.5468,-11732422385.775751,-17879450683.944447,-387830385065.9004,-742025750308.3593,-85621123262.12756,-31826261727.208904,-9878323224.135225,-20094457922.05412,-31283089609.20215,-143887464205.34137,20464773694.967827,-34086931930.42641,-3591369751.116084,-6352411172.171558,-14651050458.284046,14508453608.79229,-140728222670.7111
19,tiktok_over_4s_watched,1764170886.8136306,1764170887.3136156,-8436722396.338504,15582323132.081083,-144608905701.14124,-5655671345.194695,9201603772.236488,-396588905948.6063,-982221136546.1656,-110406037830.18898,-3062696998.198268,6770113761.834098,-6589994174.0966625,-12755410055.11931,-5924344890.572415,-46404664026.075966,-16568409256.424261,-3833421684.0639963,-33507490520.71309,-28278095591.36186,-16885423208.465782,139162578297.00275
20,tiktok_over_4s_watched,1764170890.8916082,1764170891.3915837,-11850401102.00302,-98441337085.84595,-30544340784.370876,-47030571961.9929,-12011473563.685991,-1009039348240.6,-657433780564.1213,-20432777626.76624,1222907793.8959246,-50814486884.85379,-53586999706.05837,-16240088763.192997,-157010222377.68457,-24053294412.8637,-1746803277.6370738,-26964372561.589832,-88664044595.32718,-26793865799.2167,-20217450846.011517,-16168333578.001177
21,tiktok_over_4s_watched,1764170899.2819104,1764170899.7818873,4945873295.9115,19077812703.20198,-322003603563.10345,14886560691.457998,-17854202214.275883,-882874692133.3185,-905836378278.776,-30444370734.061455,74597411490.4126,10513949030.194857,-19796741149.24214,-16867242040.037579,-158061789199.57394,-25832255868.745327,-14161649932.445137,-18940097711.60369,-26634482398.18744,-4342850342.882305,3781402404.822581,75973734061.37312
22,tiktok_over_4s_watched,1764170909.8282456,1764170910.3282392,-9223087550.600584,-8502992257.152057,-38378767785.48389,17565299708.037388,-11604480429.771698,-912676298990.8632,-403672168808.3945,-54534255654.00958,-62530867295.47386,-86184300001.99338,-11956767996.962307,-3147534257.484137,-359805065328.0432,-67055353932.80809,-10062293390.234177,-37801145515.400024,-139746537176.6847,-25752035987.96246,3996318960.24037,-221286697411.9983
23,tiktok_under_4s_watched,1764170629.4676683,1764170629.9638596,-10620014528.194763,-69254497439.34221,47571968976.656654,19006794178.504738,12313230174.244488,-789460002938.2223,-231481749630.28665,-31805010930.609272,28008351654.781918,15801462393.123968,-45697726450.874146,-10253344476.73494,-20184935894.058914,-102730412601.8376,-14119020907.365248,-16693418409.69212,-10216118336.47814,-17167667112.089243,6622846597.644767,-80682309264.43274
24,tiktok_under_4s_watched,1764170631.108528,1764170631.604664,-25371533875.105686,-32861660245.180775,-85564933155.221,-7662689988.614127,-11672073820.469255,-187337392436.10532,134933329670.22034,40024396610.61948,10672327137.092478,-38303134626.638016,-2404144705.333423,1918951340.959612,-148337861456.94473,-30743542326.00858,9772566715.587082,-20282715695.145096,-37806385510.963524,-15176490919.640373,-25504594472.750336,-196046705889.6221
25,tiktok_under_4s_watched,1764170637.625083,1764170638.121245,-414241846.9415274,61651458623.60897,-27223361713.62419,-55569158551.19847,-10626148810.867802,-132944971653.23387,68178270452.71463,-10804327379.30538,-24170877407.184742,8454214580.852832,-11368632344.66518,-1650407222.4504466,-278237390460.82263,-131992535651.22781,-28148020351.941105,-25110650130.66479,-10529188544.669329,-6968521622.384113,-13096085137.506908,180151010602.55606
26,tiktok_under_4s_watched,1764170638.984591,1764170639.4807065,-10082779820.572275,10444191539.68859,-66480501468.36245,-10135177321.907364,2241242631.2835293,-556658758216.0425,-546647526551.24854,-32824807439.785934,-47622413416.83982,-18638553060.845192,-31250932184.054317,-19238749245.657642,-53609606178.56029,-72791192927.12859,-1053613756.2645683,-38854177458.4287,-14884762042.668627,-12960064381.140566,-11176649067.075876,-6655910041.350337
27,tiktok_under_4s_watched,1764170640.953504,1764170641.449651,-20715700931.680542,-93359896481.10944,-66138855690.58639,23270811150.16312,27136355.894800104,-590901066936.5358,-388302909593.15314,-39626273293.65011,-61546630616.51919,10368121105.649546,-14870446848.830387,3217781985.283927,-149704969671.45633,-18058994643.890385,5703251465.674401,6178070662.375589,8963673027.808151,-18957090278.26289,-15375259763.190655,31764696959.840946
28,tiktok_under_4s_watched,1764170642.031744,1764170642.5278783,7765921233.527174,71043581867.42133,-225190450051.21664,-36970457676.275314,-1097009356.1430426,-620783602605.4672,-122050459450.81104,-62833344181.71792,-17562474349.65313,-24798279401.319756,-2513765407.852411,-6939538730.657158,-131505038445.1855,-67289753629.24334,968521830.9639641,-36557533276.15695,-38021344634.99397,-3265138428.7764554,-26961710170.68033,133045353705.68544
29,tiktok_under_4s_watched,1764170653.0017571,1764170653.4978776,-14709973786.770529,16033336333.663136,-41029294150.23274,-62854345957.27705,-6938617078.288799,-241810700344.99652,-157645407027.17944,6113827991.87275,-18463771376.713604,-26989098148.43637,-21379294456.801823,11964501997.2251,6093725668.941839,58599661963.339005,-7513026669.779974,-34736038617.89328,-38702756876.695984,-47493466932.36627,-14669766251.212496,30335816378.879932
30,tiktok_under_4s_watched,1764170660.689811,1764170661.1859105,-14579741364.168768,-20345993259.931908,39083671352.35121,50031026355.30345,-27967112483.28667,-1041355435842.8723,-687069262278.6915,-29612539584.891247,73553638610.37164,-100937608183.89531,-15363387894.170181,4372368492.032776,-20122139389.18203,-11581438003.371191,-32939557895.407433,-5956912660.545529,-22548553882.687775,-8771036917.48774,8212555443.709383,18414238168.282177
31,tiktok_under_4s_watched,1764170663.3149457,1764170663.8149378,4838114562.301048,-15288554508.570683,-19754523495.594673,39632129451.76936,2407273481.692933,-841133274508.758,-181587879551.3604,-9162753413.866179,21835281429.467983,-86177463310.6698,-17449880282.53122,-10302986619.822979,-290276621079.70844,-87459662010.81747,-33971910098.365067,-6775817686.801162,-105158822542.53401,-14434601659.224342,4469395901.9585285,-582202266814.685
32,tiktok_under_4s_watched,1764170665.0493517,1764170665.5454867,-13980288502.307432,25836952724.08588,-7032224345.414672,-30911126754.512238,-4296116198.586875,-359285410903.53754,62174789349.905556,7328640551.508816,-24706901692.051525,-6441651684.691213,-2877953789.3176,-9475341221.915194,-132952331161.29619,-45022762059.51449,11536013022.697447,-41541192780.76543,976502640.1153657,886664505.1589655,-9108561666.232561,-87712983461.38643
33,tiktok_under_4s_watched,1764170682.2999582,1764170682.7999332,-8151298644.306262,-51945271937.75873,-105936545486.0305,-4279640932.025361,-3989447214.110857,-701593148370.5342,-811783687389.4849,-80354046986.71513,-24590362842.276016,-75759315688.79628,-48059004418.64652,-21172555373.383026,-155183459420.83926,-182192004652.36874,-45620051199.77515,-44141580802.8326,-77875422514.69464,-3945017878.4197745,16074941726.45265,7825369551.011666
34,tiktok_under_4s_watched,1764170683.2843869,1764170683.7843814,-1254257445.3392336,-64794376713.75185,-230913629786.88562,15240655548.155544,-24512852535.47447,-297700125199.8302,-580901903247.3812,-31433398726.286957,5926512748.856433,-99831233003.72836,-34766698990.70633,-51297032300.85014,-329530552194.3786,-211772830276.8212,-13960148418.513462,-19524813204.54451,-84074246454.66296,-30904850468.66509,-3437652494.277868,-137952592365.65598
35,tiktok_under_4s_watched,1764170685.0187857,1764170685.5148902,-24943281500.081432,-78065341348.71031,-112884654658.95415,8424587752.169393,6493820818.925215,-586263853346.3501,137506900781.4407,16438791435.541897,4251266598.8125205,54889483677.53403,-34960801131.19147,-45957087385.31974,-35889653427.02787,52564407100.74676,1989279931.6938643,-13552457026.674706,46891153091.08992,-537453451.2691514,-10562836719.276358,121532848204.32646
36,tiktok_under_4s_watched,1764170686.1438186,1764170686.6438086,-3897657314.876438,-76480485650.83556,-235031049767.9457,-22606340362.289993,-8569941629.124455,-391539689344.0418,-308932073221.0268,-27369028401.02552,-21745193016.066216,-87850916056.83763,-30350226774.9251,-20624158374.8825,-204659175606.08487,-45864124867.6864,-1845414274.3580527,-39970742427.18079,-133823332910.06422,-12456057654.396881,-10960090318.191359,-231443279371.97958
37,tiktok_under_4s_watched,1764170687.8313634,1764170688.331345,818293163.800324,8120062251.014113,-375214021189.7383,28527569392.227238,-6714550172.492647,-305371843184.26715,-463733888987.92926,-55031977412.31498,-14794710354.413198,19635979562.321632,-17620736856.90398,-25035205101.880825,-69086390182.44771,-39222005453.272766,-5109829333.26167,539467684.4859324,-1430550705.0955567,-21449215366.15605,-28008717109.166584,-62714292818.12399
38,tiktok_under_4s_watched,1764170690.3158257,1764170690.815813,-24930276949.510204,-15368314372.087069,-8855775693.625439,-12272713487.75148,-2985001668.3086987,-797605303664.813,-142036861502.47382,-7962233487.016467,-4566660688.092999,24752564342.80355,-42435351072.39455,-18761327135.706146,-110368305049.4597,-127831341090.44691,-37355215278.93644,-3331059859.0412593,-103329775437.6108,-8617308115.314974,8095224929.277282,-326374109256.4477
39,tiktok_under_4s_watched,1764170730.580716,1764170731.080679,-6336491102.042494,-90469641632.99005,-274161771518.39563,-781339709.5959053,-8735638961.27385,-611022421351.221,-376758867343.32837,-35310558043.98482,5626649899.819397,2662248515.3185086,-43636315744.151955,-16111823696.090796,-261640716363.50354,-37181472549.38601,-34957659561.58045,2661962770.670382,4153317531.7839994,-12615928772.426918,-18125229974.38322,-290788352854.652
40,tiktok_under_4s_watched,1764170731.98691,1764170732.4869015,-21348146553.89009,-135164964547.85222,-343745330068.3105,-4286594513.5836377,-24056554820.490696,-123936466415.15088,-524125856559.02344,-64965250569.80333,56896056129.304955,-30248448344.311638,-56720674511.31907,-11054999655.994287,-265802077173.80807,-25395395466.483654,-14057104859.629816,-17228440038.750656,-63318331911.93859,-9579787798.398014,-3980965079.8882604,-214077081013.04166
41,tiktok_under_4s_watched,1764170768.50263,1764170769.0026257,-3448055980.035837,-68772335850.63939,-301520752564.12646,-53627733295.34155,6224844445.689199,-405146819499.99646,-1125685081558.6267,-140497207566.98416,20898955680.11171,-26577660165.11156,-7335716851.332557,-19719088734.39368,-306834471807.49774,56132299677.43246,8740250635.351393,-22372409699.67334,-53833253393.397705,-23380348394.47532,-34016540501.769787,-267217035090.6301
42,tiktok_under_4s_watched,1764170789.7375426,1764170790.2336435,-13159985829.513826,-29703989060.113045,73317400955.23581,51686976106.80987,-997409200.5738323,-19712880601.71852,126469643046.26407,3544826700.5935225,-20360154457.20361,-5225470886.579039,15537320350.543352,17270670663.081047,-10545815949.847008,-162884388977.57397,-21819934706.69665,-35311032600.76924,-79549799773.63031,10907110431.481127,3528334778.0304527,148198381279.0994
43,tiktok_under_4s_watched,1764170793.0188162,1764170793.5149815,-12818043561.767641,13693512671.833559,-21771677696.68037,27813573788.38543,20215367646.218372,-598655365195.93,-568869484628.8738,-23180169808.09386,-50379051821.559494,615305905.0209982,-18746390525.24486,7359748481.413987,33023395886.531494,-115005945461.0204,-14026715408.46868,-8652391890.05874,10443269896.836716,-6801695869.513828,-10454327.554451669,139597901860.11298
44,tiktok_under_4s_watched,1764170795.5970309,1764170796.093197,-8781677524.12642,-47036802082.80263,-174303358631.86166,-31105607227.027233,-5783613998.714173,10527946695.620844,87626262841.75821,-34834237245.62216,-90923813188.79535,-32323898604.722435,-48455416644.8778,-30074165130.48493,-111488190466.24141,-62428280474.46998,-11699022612.409552,-29265666958.308987,-56172527591.021355,840624549.3497132,-27551248229.901012,-27207525184.317593
45,tiktok_under_4s_watched,1764170797.003376,1764170797.4994917,-788380875.4827424,-11046479067.997824,16548988592.480183,44058354521.12335,6981776424.577408,-887237584427.9939,-458686425973.8928,-3656263946.0520177,-17341623033.92877,-9098139556.804876,-10215323303.411772,-3740838016.6717176,-62411605901.75363,13876009750.604113,5785073580.173762,-26669949236.69453,-57901325298.03087,-9445748472.314856,-4614573215.320252,72713031618.09927
46,tiktok_under_4s_watched,1764170802.8159697,1764170803.3159697,-3848319146.4133306,-31002248247.805676,-9503962009.408478,52455775952.69219,-699793664.37443,-395212292904.87646,-1854882552840.6836,-80187764607.50014,73024850822.29146,-4143907715.1873217,-38751752565.11618,-41422310299.61891,-302787664821.8962,-49612258776.53939,2717080653.8607736,-46137833700.63349,-109203440982.74545,-44730519959.98492,-7537411971.469815,58427381832.72809
47,tiktok_under_4s_watched,1764170804.8784685,1764170805.3784437,-22235626274.952503,-135575968490.79857,-7639264927.092289,5653551962.693147,-5560791360.12485,-208950134895.94647,-181223951861.55255,-57650007559.60111,9281406459.566442,-29613174789.2519,-27312358791.208576,-19565047288.327938,-101344161421.87161,27268658591.69828,-12748280336.20963,-1324434170.009677,9038771298.813177,-3096693.1650095717,-5879525668.21024,170206471481.09766
48,tiktok_under_4s_watched,1764170808.1597743,1764170808.659746,-8227103875.7606945,-22721476257.196213,-211380129625.09094,-70499721412.1807,-20743190846.32676,-103766243244.9756,-163335207049.82416,-63878522734.30023,-31885593437.895496,-9744010985.567823,-24105172596.49875,-4706779131.13576,-146925134597.77185,-91443417023.33054,-13407522754.806526,-66517106462.58646,-81042097744.26772,-21944967401.64322,-31869093416.820248,-210241709368.1469
49,tiktok_under_4s_watched,1764170822.9252017,1764170823.4251904,-4993186921.18942,23565752989.104717,-114957268560.37965,75547946030.62317,21543578710.324203,-427285002907.8748,-202576714858.23322,-62559052950.35499,-112128665052.06822,31487855944.29075,-44586092189.372314,-13874003065.830511,-281450277845.8559,-115921544114.3168,-27098237087.54708,-19903513702.81873,-19208979387.517693,3434998475.232753,19391373897.289253,-52126698069.95354
50,tiktok_under_4s_watched,1764170826.4876585,1764170826.9876573,683171522.3420954,-1580126236.7154882,65157187212.57977,35887714329.805,-5463888931.09646,-242946946349.25433,-577814526679.5339,-46297552865.79782,22949435105.056675,33099029271.73449,-50286742434.30338,286575963.54435986,-28175338064.043243,-155507599480.43835,5279237998.733648,-21154802682.593586,-46681270516.84184,-7072713564.4166565,17195590685.406895,-69869508590.05241
51,tiktok_under_4s_watched,1764170833.2844627,1764170833.7844372,-7685118496.30561,-74323597542.52913,-139473980647.8585,24870225266.141243,-15300310948.042858,-270245309714.83676,-610839738012.4261,-61657943639.15741,10226471990.045788,-64003343454.26465,-20914518009.143387,-28725058581.045406,-227174862212.07205,-39578779300.90304,-44276697805.159485,-16854182873.94559,-69227374048.46954,-6830803187.959269,-3219308514.736518,-7822780524.54291
52,tiktok_under_4s_watched,1764170834.6437654,1764170835.1437378,-13843461193.489347,-11115876857.40674,10241980740.743868,15625112036.81959,-9547745000.029388,-1276743478972.7832,-503818714756.54297,-72527957637.36165,-25057949506.641933,-34575415988.945,-11278182633.202501,-9281924902.585043,-215722086532.4387,-75346653443.27992,-20743384024.395454,-11732246068.694742,-83572896156.2501,-9365259259.705635,9646101412.698982,13608262989.571056
53,tiktok_under_4s_watched,1764170852.971205,1764170853.471177,-15276496074.702763,-14242197215.008232,76758053710.78629,-29584301983.85039,-3996560353.1080036,-451238603191.7613,-397408404398.9567,-2983645054.9905543,-71635010906.84094,-70092383282.21486,-24191842240.442608,-57019538694.29036,-159910330396.03143,-73793449284.91383,-13719770416.813105,-32003697442.069145,-24237044129.152935,-23376055202.006054,-9052028848.035955,-125724762542.81229
54,tiktok_under_4s_watched,1764170855.5961194,1764170856.0961008,-3533526395.5479226,-87796906829.85312,-153789525288.1551,-6976502700.167072,-7185845355.221548,-904236649224.9446,-173457217224.1851,-13758665392.479635,-1711074122.7072926,-7255471253.924979,-50871864935.94709,-4591127910.733924,-333968749472.6348,-196844753954.89197,-45275009227.92339,-23592215372.242424,-79884600947.90794,-25183826796.67285,-10911578403.165659,-352857576769.69006
55,tiktok_under_4s_watched,1764170897.7351182,1764170898.2350926,-3583893783.7159896,-103607381605.81537,-161548528726.5767,-3173743905.901201,-23371796339.862724,-661736670740.3451,-768186454002.0449,-55026204951.464035,-35265940169.035614,-26422600173.00314,-26190946820.447685,-38278293665.92223,-99990924618.6025,-16025276238.44049,-5595953481.779546,-24468135715.823055,-72570379730.7043,-22951183520.83236,-6021042954.543285,-41528334781.06977
56,tiktok_under_4s_watched,1764170906.078434,1764170906.5784068,14928468219.922745,-25244927530.481552,-41269532965.24918,63788227356.737724,24707701633.44096,-180218961604.38986,124132373247.90988,14836625720.981869,374831222.97059005,-80274442798.19742,-1539200830.500649,-18058777099.488102,-14244833504.55033,-129074569495.13318,8643455639.889313,-12963210947.775496,45410925567.54614,-8699877397.61974,-5263495043.963829,-28331836393.776165
57,tiktok_under_4s_watched,1764170907.1564898,1764170907.656455,-17595399121.39654,-21851693078.76723,-82824227777.17584,4260152642.746392,11098178889.125452,-1145169184231.4094,-214076321563.235,-25567584849.40997,31856024285.0328,-116027219727.02992,-39511275650.498055,-17816235688.27579,-119061005374.52768,8136773256.154568,-36096044416.40049,-20851840293.127396,-26681507135.99549,-12530627130.283749,-6705062928.310456,-278441920093.90234
58,baseline_2,1764170937.108385,1764171052.5070767,0.7071067811865476,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,-0.7071067811865476,-0.7071067811865475,-0.7071067811865476,0.7071067811865475,0.7071067811865476,0.7071067811865476,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.7071067811865475,-0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,-0.7071067811865475,0.7071067811865476
