timestamp,lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX,keypress_A,keypress_B
1772116478.673804,1772116478.6120763,-818.359375,148.4375,551.26953125,644.04296875,0.0,0,0
1772116478.6739562,1772116478.6159704,159.1796875,-86.42578125,-66.89453125,-824.21875,0.0,0,0
1772116478.674005,1772116478.6198645,-1000.0,-72.265625,-623.046875,163.57421875,0.0,0,0
1772116478.6740422,1772116478.6237586,-978.515625,-59.5703125,-360.83984375,-1000.0,0.0,0,0
1772116478.6740742,1772116478.627653,257.8125,-28.3203125,351.07421875,-961.9140625,0.0,0,0
1772116478.6741052,1772116478.631547,-778.3203125,-77.1484375,567.87109375,311.03515625,0.0,0,0
1772116478.674135,1772116478.635441,222.16796875,85.44921875,43.45703125,-777.83203125,0.0,0,0
1772116478.674165,1772116478.6393352,-997.55859375,225.5859375,-613.28125,179.6875,0.0,0,0
1772116478.674199,1772116478.6432292,-1000.0,-62.5,-496.58203125,-1000.0,0.0,0,0
1772116478.6742358,1772116478.6471233,-29.296875,-86.42578125,252.44140625,-1000.0,0.0,0,0
1772116478.6742651,1772116478.6510177,-791.9921875,-15.13671875,554.6875,47.36328125,0.0,0,0
1772116478.674295,1772116478.6549118,358.88671875,-63.96484375,67.87109375,-776.85546875,0.0,0,0
1772116478.732567,1772116478.6588998,-936.5234375,-117.67578125,-576.66015625,349.12109375,0.0,0,0
1772116478.732707,1772116478.6627939,-1000.0,-94.7265625,-532.2265625,-938.4765625,0.0,0,0
1772116478.732764,1772116478.6666882,-171.875,-34.66796875,163.57421875,-1000.0,0.0,0,0
1772116478.7328188,1772116478.6705823,-851.5625,-18.06640625,568.84765625,-148.92578125,0.0,0,0
1772116478.732872,1772116478.6744764,577.1484375,-33.203125,154.296875,-841.796875,0.0,0,0
1772116478.7329228,1772116478.6783705,-787.59765625,-81.0546875,-514.6484375,574.70703125,0.0,0,0
1772116478.7329762,1772116478.6822646,-1000.0,-25.87890625,-565.91796875,-795.8984375,0.0,0,0
1772116478.733026,1772116478.686159,-211.42578125,6.8359375,52.734375,-1000.0,0.0,0,0
1772116478.7330859,1772116478.690053,-927.734375,-62.98828125,548.828125,-213.8671875,0.0,0,0
1772116478.7331378,1772116478.693947,815.4296875,-78.61328125,228.02734375,-928.22265625,0.0,0,0
1772116478.733218,1772116478.6978412,-513.18359375,-111.81640625,-480.46875,823.73046875,0.0,0,0
1772116478.7332742,1772116478.7017355,-1000.0,-114.74609375,-612.3046875,-516.11328125,0.0,0,0
1772116478.779139,1772116478.7057076,-189.453125,-48.33984375,-21.484375,-1000.0,0.0,0,0
1772116478.779267,1772116478.7096019,-988.76953125,-1.46484375,571.2890625,-181.640625,0.0,0,0
1772116478.779326,1772116478.713496,-1000.0,-18.5546875,353.515625,-985.3515625,0.0,0,0
