timestamp,lsl_timestamp,TP9,AF7,AF8,TP10,Right AUX,keypress_A,keypress_B
1772035576.978805,1772035576.8647337,952.1484375,460.9375,732.421875,945.80078125,0.0,0,0
1772035576.979098,1772035576.8686278,645.99609375,114.74609375,154.78515625,396.97265625,0.0,0,0
1772035576.9791622,1772035576.8725219,-247.0703125,-381.8359375,-642.08984375,-665.0390625,0.0,0,0
1772035576.97921,1772035576.876416,-162.109375,-394.53125,-667.96875,-796.38671875,0.0,0,0
1772035576.979263,1772035576.8803098,744.140625,166.9921875,299.31640625,301.7578125,0.0,0,0
1772035576.97931,1772035576.884204,894.04296875,469.23828125,745.1171875,917.96875,0.0,0,0
1772035576.9793541,1772035576.888098,723.14453125,205.56640625,249.0234375,457.03125,0.0,0,0
1772035576.9793978,1772035576.8919919,-22.94921875,-332.51953125,-592.7734375,-526.85546875,0.0,0,0
1772035576.979442,1772035576.895886,-189.453125,-413.57421875,-712.890625,-835.44921875,0.0,0,0
1772035576.979485,1772035576.89978,715.8203125,140.13671875,180.17578125,213.37890625,0.0,0,0
1772035576.979528,1772035576.9036741,970.703125,468.26171875,727.05078125,927.24609375,0.0,0,0
1772035576.9795709,1772035576.907568,943.359375,291.015625,374.51171875,587.890625,0.0,0,0
1772035576.980225,1772035576.9116192,35.15625,-224.609375,-515.13671875,-425.29296875,0.0,0,0
1772035576.980298,1772035576.915513,-310.546875,-421.875,-736.328125,-851.07421875,0.0,0,0
1772035576.980344,1772035576.9194071,702.63671875,18.06640625,56.640625,73.2421875,0.0,0,0
1772035576.980389,1772035576.9233012,960.9375,408.203125,666.50390625,916.015625,0.0,0,0
1772035576.9804318,1772035576.9271953,-982.91015625,285.64453125,432.12890625,696.77734375,0.0,0,0
1772035576.9804869,1772035576.9310894,203.61328125,-217.7734375,-452.1484375,-413.0859375,0.0,0,0
1772035576.9805381,1772035576.9349835,-232.421875,-399.90234375,-792.48046875,-894.04296875,0.0,0,0
1772035576.980581,1772035576.9388776,757.32421875,-20.5078125,-129.39453125,-135.7421875,0.0,0,0
1772035576.980624,1772035576.9427714,979.00390625,381.34765625,654.296875,801.7578125,0.0,0,0
1772035576.9806662,1772035576.9466655,906.25,323.2421875,558.10546875,725.5859375,0.0,0,0
1772035576.9807,1772035576.9505596,26.3671875,-175.78125,-434.5703125,-396.484375,0.0,0,0
1772035576.980741,1772035576.9544537,-616.2109375,-411.62109375,-798.33984375,-910.15625,0.0,0,0
1772035577.025186,1772035576.9584801,369.62890625,-100.5859375,-252.44140625,-267.578125,0.0,0,0
1772035577.0253172,1772035576.9623742,922.8515625,363.76953125,572.75390625,677.734375,0.0,0,0
1772035577.025386,1772035576.9662683,931.640625,406.73828125,627.44140625,802.24609375,0.0,0,0
1772035577.025446,1772035576.9701624,77.63671875,-113.76953125,-340.8203125,-266.11328125,0.0,0,0
1772035577.025506,1772035576.9740565,-803.7109375,-376.46484375,-773.4375,-982.421875,0.0,0,0
1772035577.025564,1772035576.9779506,33.69140625,-132.8125,-354.4921875,-626.953125,0.0,0,0
1772035577.02562,1772035576.9818444,844.7265625,333.49609375,496.09375,437.5,0.0,0,0
1772035577.025677,1772035576.9857385,910.64453125,455.078125,680.6640625,816.40625,0.0,0,0
1772035577.025735,1772035576.9896326,151.85546875,-21.484375,-220.703125,-204.1015625,0.0,0,0
1772035577.025792,1772035576.9935267,-792.96875,-324.21875,-791.015625,-967.28515625,0.0,0,0
1772035577.0258482,1772035576.9974208,-214.35546875,-152.34375,-490.72265625,-668.45703125,0.0,0,0
1772035577.025905,1772035577.0013149,717.28515625,291.50390625,416.015625,382.8125,0.0,0,0
1772035577.0716422,1772035577.0053294,852.5390625,458.984375,686.5234375,875.0,0.0,0,0
1772035577.07173,1772035577.0092235,141.11328125,62.01171875,-62.98828125,45.8984375,0.0,0,0
1772035577.071775,1772035577.0131176,-774.90234375,-341.796875,-715.33203125,-880.859375,0.0,0,0
1772035577.07182,1772035577.0170116,-354.4921875,-223.6328125,-580.078125,-701.66015625,0.0,0,0
1772035577.071866,1772035577.020906,642.578125,291.9921875,353.02734375,390.625,0.0,0,0
1772035577.0719092,1772035577.0248,897.4609375,481.93359375,742.67578125,855.46875,0.0,0,0
1772035577.0719512,1772035577.0286942,370.1171875,172.8515625,106.4453125,249.0234375,0.0,0,0
1772035577.071993,1772035577.0325882,-717.28515625,-291.9921875,-680.6640625,-677.734375,0.0,0,0
1772035577.072047,1772035577.0364823,-632.32421875,-312.98828125,-653.80859375,-806.640625,0.0,0,0
1772035577.072107,1772035577.0403764,530.2734375,194.82421875,309.08203125,274.90234375,0.0,0,0
1772035577.0721679,1772035577.0442705,930.6640625,422.8515625,743.65234375,920.41015625,0.0,0,0
1772035577.072216,1772035577.0481646,327.1484375,193.359375,188.4765625,321.77734375,0.0,0,0
1772035577.114362,1772035577.0521677,-711.9140625,-263.18359375,-655.2734375,-664.55078125,0.0,0,0
1772035577.114469,1772035577.056062,-721.6796875,-366.2109375,-733.3984375,-842.28515625,0.0,0,0
1772035577.114531,1772035577.059956,397.4609375,96.19140625,142.578125,113.28125,0.0,0,0
1772035577.114594,1772035577.0638502,924.31640625,406.73828125,689.453125,886.23046875,0.0,0,0
1772035577.114644,1772035577.0677443,439.94140625,237.79296875,324.70703125,532.2265625,0.0,0,0
1772035577.114688,1772035577.0716383,-526.85546875,-263.671875,-536.1328125,-489.74609375,0.0,0,0
1772035577.114732,1772035577.0755324,-787.59765625,-396.484375,-765.13671875,-891.6015625,0.0,0,0
1772035577.1147761,1772035577.0794265,142.578125,-12.6953125,8.30078125,-65.4296875,0.0,0,0
1772035577.11482,1772035577.0833209,897.94921875,309.5703125,672.8515625,842.7734375,0.0,0,0
1772035577.114864,1772035577.087215,585.9375,262.6953125,448.2421875,682.6171875,0.0,0,0
1772035577.114906,1772035577.091109,-478.02734375,-224.12109375,-480.95703125,-401.85546875,0.0,0,0
1772035577.1149492,1772035577.0950031,-831.54296875,-406.25,-778.3203125,-899.4140625,0.0,0,0
1772035577.1603541,1772035577.098996,-37.59765625,-54.6875,-120.60546875,-227.5390625,0.0,0,0
1772035577.160519,1772035577.10289,810.05859375,328.125,599.609375,717.7734375,0.0,0,0
1772035577.1605859,1772035577.106784,643.06640625,326.171875,540.52734375,720.21484375,0.0,0,0
1772035577.160647,1772035577.1106784,-461.9140625,-156.25,-371.09375,-385.25390625,0.0,0,0
1772035577.1607082,1772035577.1145725,-883.30078125,-408.203125,-767.08984375,-937.98828125,0.0,0,0
1772035577.160769,1772035577.1184666,-171.875,-147.94921875,-240.234375,-372.0703125,0.0,0,0
1772035577.160827,1772035577.1223607,740.234375,279.78515625,544.921875,618.1640625,0.0,0,0
1772035577.160885,1772035577.1262548,717.28515625,331.54296875,604.00390625,804.19921875,0.0,0,0
1772035577.160943,1772035577.1301491,-403.3203125,-139.16015625,-294.43359375,-262.6953125,0.0,0,0
1772035577.161001,1772035577.1340432,-946.77734375,-401.3671875,-777.34375,-964.35546875,0.0,0,0
1772035577.161058,1772035577.1379373,-374.51171875,-182.6171875,-346.19140625,-500.48828125,0.0,0,0
1772035577.161116,1772035577.1418314,535.15625,205.078125,415.0390625,515.625,0.0,0,0
1772035577.220114,1772035577.1458063,568.84765625,234.375,415.0390625,665.0390625,0.0,0,0
1772035577.2202911,1772035577.1497006,-168.45703125,-63.4765625,-157.71484375,-69.3359375,0.0,0,0
1772035577.220354,1772035577.1535947,-423.33984375,-162.59765625,-311.03515625,-429.6875,0.0,0,0
1772035577.220483,1772035577.1574888,-165.52734375,-97.65625,-181.640625,-258.30078125,0.0,0,0
1772035577.220578,1772035577.161383,296.875,74.21875,130.37109375,251.46484375,0.0,0,0
1772035577.2206411,1772035577.1652772,417.96875,123.046875,233.88671875,423.33984375,0.0,0,0
1772035577.220701,1772035577.1691713,-78.61328125,-45.41015625,-72.265625,4.39453125,0.0,0,0
1772035577.220758,1772035577.1730654,-422.36328125,-191.89453125,-300.29296875,-409.1796875,0.0,0,0
1772035577.220816,1772035577.1769595,-249.51171875,-146.97265625,-202.63671875,-327.1484375,0.0,0,0
1772035577.220892,1772035577.1808538,210.9375,42.48046875,123.53515625,200.68359375,0.0,0,0
1772035577.22098,1772035577.184748,387.20703125,117.67578125,224.12109375,439.94140625,0.0,0,0
1772035577.221051,1772035577.188642,29.296875,-59.08203125,-22.4609375,89.35546875,0.0,0,0
1772035577.2652469,1772035577.1927047,-346.6796875,-217.28515625,-261.23046875,-368.1640625,0.0,0,0
1772035577.265414,1772035577.196599,-294.921875,-136.23046875,-247.0703125,-367.67578125,0.0,0,0
1772035577.2659998,1772035577.200493,253.41796875,28.3203125,71.2890625,195.80078125,0.0,0,0
1772035577.266069,1772035577.2043872,445.80078125,125.48828125,209.9609375,407.71484375,0.0,0,0
1772035577.26613,1772035577.2082815,26.3671875,30.76171875,26.3671875,104.4921875,0.0,0,0
1772035577.26619,1772035577.2121756,-366.2109375,-168.9453125,-238.76953125,-330.56640625,0.0,0,0
1772035577.26625,1772035577.21607,-359.375,-198.73046875,-275.87890625,-441.40625,0.0,0,0
1772035577.266307,1772035577.219964,115.234375,-22.4609375,73.2421875,35.15625,0.0,0,0
1772035577.266363,1772035577.223858,386.71875,108.3984375,274.4140625,338.37890625,0.0,0,0
1772035577.266419,1772035577.2277524,89.35546875,18.5546875,125.48828125,184.5703125,0.0,0,0
1772035577.266476,1772035577.2316465,-518.06640625,-163.0859375,-213.8671875,-353.02734375,0.0,0,0
1772035577.2665339,1772035577.2355409,-647.94921875,-194.3359375,-325.1953125,-595.21484375,0.0,0,0
1772035577.30998,1772035577.239593,-77.63671875,-49.8046875,-4.8828125,-129.8828125,0.0,0,0
1772035577.310077,1772035577.2434874,487.3046875,112.3046875,305.17578125,354.98046875,0.0,0,0
1772035577.310111,1772035577.2473814,395.01953125,126.46484375,275.390625,378.41796875,0.0,0,0
1772035577.310143,1772035577.2512758,-497.0703125,-180.17578125,-261.71875,-290.52734375,0.0,0,0
1772035577.310177,1772035577.2551699,-888.671875,-415.52734375,-660.15625,-851.5625,0.0,0,0
1772035577.310209,1772035577.2590642,-72.265625,-97.16796875,-116.2109375,-201.66015625,0.0,0,0
1772035577.310242,1772035577.2629583,898.4375,342.28515625,662.109375,818.84765625,0.0,0,0
1772035577.310276,1772035577.2668526,559.5703125,247.55859375,538.0859375,771.484375,0.0,0,0
